VAR1	COUNT	cq
PI000MABH4:PITB3EDPW8	2	0
PI000MABH4:PITJ2MGDK7	2	0
PI000MABH4:PITXUXEXC6	3	4
PI000MABH4:PIU2N6BUE4	2	0
PI000MABH4:PIU74KRBH6	11	8
PI000MABH4:PIUANADND5	4	6
PI000MABH4:PIUDWVFXA8	38	9
PI000MABH4:PIUDX5DTW7	2	0
PI000MABH4:PIUKFQADK0	4	6
PI000MABH4:PIUXTQ3JE1	3	4
PI000MABH4:PIV11FBEC6	2	0
PI000MABH4:PIV3VKR2B0	2	0
PI000MABH4:PIVEUXWAH5	26	9
PI000MABH4:PIVF944935	2	0
PI000MABH4:PIVFBFMM10	4	6
PI000MABH4:PIVFW8JV98	8	8
PI000MABH4:PIVPDQHTV5	7	8
PI000MABH4:PIW4WQUNH4	3	4
PI000MABH4:PIWG6CTTP2	4	6
PI000MABH4:PIWJMV7FQ8	3	4
PI000MABH4:PIWRKC68Q7	2	0
PI000MABH4:PIX1T7K326	3	4
PI000MABH4:PIX25UF1C4	7	8
PI000MABH4:PIX56J6JR1	8	8
PI000MABH4:PIX7EK32K1	2	0
PI000MABH4:PIXD8DRVQ9	8	8
PI000MABH4:PIXF0BRWF7	3	4
PI000N0RV4:PI000U3BD2	8	8
PI000N0RV4:PI002AJ636	3	4
PI000N0RV4:PI00B6NVC6	21	9
PI000N0RV4:PI00TPFAQ3	4	6
PI000N0RV4:PI00UD7NX3	6	7
PI000N0RV4:PI00V8XRT4	2	0
PI000N0RV4:PI00VVKMU3	2	0
PI000N0RV4:PI00X5DHK8	2	0
PI000N0RV4:PI01C5K6H8	5	6
PI000N0RV4:PI026469H6	2	0
PI000N0RV4:PI02CPQPA5	12	9
PI000N0RV4:PI02NC1J81	2	0
PI000N0RV4:PI02RGMC97	6	7
PI000N0RV4:PI02T1D3J9	4	6
PI000N0RV4:PI037Q9WJ4	2	0
PI000N0RV4:PI03CQM7U1	4	6
PI000N0RV4:PI03HWTB57	15	9
PI000N0RV4:PI040J8KC1	2	0
PI000N0RV4:PI04FTQ3K2	5	6
PI000N0RV4:PI04QC1G92	2	0
PI000N0RV4:PI04QPAAK8	2	0
PI000N0RV4:PI04UMTGK7	3	4
PI000N0RV4:PI04WC1Q92	10	8
PI000N0RV4:PI05QGHQJ6	6	7
PI000N0RV4:PI0612BM78	5	6
PI000N0RV4:PI069TFMP5	3	4
PI000N0RV4:PI06PF2N01	5	6
PI000N0RV4:PI06PWK5K5	3	4
PI000N0RV4:PI070KJ645	2	0
PI000N0RV4:PI077HQ338	6	7
PI000N0RV4:PI07AXGX13	2	0
PI000N0RV4:PI07CDVAE1	5	6
PI000N0RV4:PI07EFNDN9	3	4
PI000N0RV4:PI07KN09P3	2	0
PI000N0RV4:PI07R18N39	60	9
PI000N0RV4:PI08HQJH45	9	8
PI000N0RV4:PI08HUQ4T0	2	0
PI000N0RV4:PI08N43HD7	2	0
PI000N0RV4:PI09755JE4	7	8
PI000N0RV4:PI097B2X05	3	4
PI000N0RV4:PI098CNAR2	2	0
PI000N0RV4:PI0997E358	6	7
PI000N0RV4:PI09J2M0R0	8	8
PI000N0RV4:PI09KRGTH0	17	9
PI000N0RV4:PI0B7CNEF2	7	8
PI000N0RV4:PI0BRMGPA2	12	9
PI000N0RV4:PI0BUJ9H67	12	9
PI000N0RV4:PI0BWM9Q92	7	8
PI000N0RV4:PI0C16RW35	4	6
PI000N0RV4:PI0C69GTG8	2	0
PI000N0RV4:PI0CC8APJ3	35	9
PI000N0RV4:PI0CH9DWJ1	5	6
PI000N0RV4:PI0CVXVN87	17	9
PI000N0RV4:PI0CW03CU7	4	6
PI000N0RV4:PI0CWHR5P1	3	4
PI000N0RV4:PI0D4QX9J0	4	6
PI000N0RV4:PI0DA6EM64	33	9
PI000N0RV4:PI0DK1B8J4	4	6
PI000N0RV4:PI0DW250F3	2	0
PI000N0RV4:PI0E5EA3H1	2	0
PI000N0RV4:PI0EBKCDF8	4	6
PI000N0RV4:PI0EF0CQ32	8	8
PI000N0RV4:PI0ENMHV61	2	0
PI000N0RV4:PI0ET07TJ4	12	9
PI000N0RV4:PI0F350961	8	8
PI000N0RV4:PI0FBKXMR1	3	4
PI000N0RV4:PI0FPQR8C9	4	6
PI000N0RV4:PI0G2DV629	3	4
PI000N0RV4:PI0G92J0M2	6	7
PI000N0RV4:PI0GA0U7U8	3	4
PI000N0RV4:PI0GF4KNM9	9	8
PI000N0RV4:PI0GFB7RF2	3	4
PI000N0RV4:PI0GRD7H76	2	0
PI000N0RV4:PI0H661XJ3	2	0
PI000N0RV4:PI0JABD4V9	10	8
PI000N0RV4:PI0JDVUW27	16	9
PI000N0RV4:PI0JNA2AX7	8	8
PI000N0RV4:PI0JQDMX27	12	9
PI000N0RV4:PI0JXWRQR7	17	9
PI000N0RV4:PI0K6H5BK7	41	9
PI000N0RV4:PI0KA35CP8	18	9
PI000N0RV4:PI0KAEFNF4	2	0
PI000N0RV4:PI0KKWF417	4	6
PI000N0RV4:PI0KN5J242	24	9
PI000N0RV4:PI0M0E7QG4	2	0
PI000N0RV4:PI0M4VNMX6	3	4
PI000N0RV4:PI0MD4DAW7	3	4
PI000N0RV4:PI0MEWHXH9	2	0
PI000N0RV4:PI0MF9C4Q8	9	8
PI000N0RV4:PI0MWJ5MU3	2	0
PI000N0RV4:PI0N071509	17	9
PI000N0RV4:PI0N2EBVH3	20	9
PI000N0RV4:PI0N6ADHW4	5	6
PI000N0RV4:PI0NB87A40	2	0
PI000N0RV4:PI0NHFBX23	5	6
PI000N0RV4:PI0NTK68D1	2	0
PI000N0RV4:PI0PHH5VG9	2	0
PI000N0RV4:PI0PPCTFK0	3	4
PI000N0RV4:PI0Q57KGU1	2	0
PI000N0RV4:PI0Q7VAKU1	3	4
PI000N0RV4:PI0QBF3TF0	47	9
PI000N0RV4:PI0QC70625	2	0
PI000N0RV4:PI0QH8CHA4	2	0
PI000N0RV4:PI0QMW78X1	3	4
PI000N0RV4:PI0R1V6AX0	30	9
PI000N0RV4:PI0RJM1BF6	7	8
PI000N0RV4:PI0RPKP065	5	6
PI000N0RV4:PI0TGCBQW7	2	0
PI000N0RV4:PI0THWJF43	6	7
PI000N0RV4:PI0TMHX4F1	2	0
PI000N0RV4:PI0TPRRBN6	2	0
PI000N0RV4:PI0U4BPH18	5	6
PI000N0RV4:PI0UC0X070	8	8
PI000N0RV4:PI0UEAJ5H8	9	8
PI000N0RV4:PI0UJ5KHA7	2	0
PI000N0RV4:PI0UT1D373	5	6
PI000N0RV4:PI0UU26MK8	3	4
PI000N0RV4:PI0UWPPUR1	2	0
PI000N0RV4:PI0VD5W8U9	10	8
PI000N0RV4:PI0VKDKJP4	2	0
PI000N0RV4:PI0VKJ4M46	4	6
PI000N0RV4:PI0VKVMJ62	2	0
PI000N0RV4:PI0W6393X1	7	8
PI000N0RV4:PI0WENGV99	13	9
PI000N0RV4:PI0WV1WWV7	11	8
PI000N0RV4:PI0X300XK6	12	9
PI000N0RV4:PI0X87MU36	3	4
PI000N0RV4:PI0XDW7G73	4	6
PI000N0RV4:PI0XE1XET3	7	8
PI000N0RV4:PI0XFNTUH7	6	7
PI000N0RV4:PI0XPH1QN2	7	8
PI000N0RV4:PI0XVVMWH9	3	4
PI000N0RV4:PI106DE4A5	4	6
PI000N0RV4:PI11B1NJE3	11	8
PI000N0RV4:PI11PEA158	2	0
PI000N0RV4:PI11R71K56	4	6
PI000N0RV4:PI11WJVKT9	2	0
PI000N0RV4:PI124NW189	2	0
PI000N0RV4:PI1264JTT5	9	8
PI000N0RV4:PI128C0QB2	2	0
PI000N0RV4:PI12T5A3F5	3	4
PI000N0RV4:PI13D8MK14	2	0
PI000N0RV4:PI13FDGGP8	5	6
PI000N0RV4:PI13JG81E7	9	8
PI000N0RV4:PI14TH8C20	57	9
PI000N0RV4:PI152R4UH3	2	0
PI000N0RV4:PI1566VQM8	2	0
PI000N0RV4:PI15D37PH9	6	7
PI000N0RV4:PI15G2ER59	19	9
PI000N0RV4:PI15TH1UX6	4	6
PI000N0RV4:PI15UXC1H8	4	6
PI000N0RV4:PI169V42M7	4	6
PI000N0RV4:PI16BT0F40	5	6
PI000N0RV4:PI16H1XJE9	2	0
PI000N0RV4:PI16R1CJH5	2	0
PI000N0RV4:PI175X81E4	2	0
PI000N0RV4:PI18XKCE23	3	4
PI000N0RV4:PI192J1VE1	4	6
PI000N0RV4:PI19K68MC0	2	0
PI000N0RV4:PI19MVFVW6	5	6
PI000N0RV4:PI19NCR910	2	0
PI000N0RV4:PI1AVRV1N4	3	4
PI000N0RV4:PI1B0VC1D1	5	6
PI000N0RV4:PI1B27KNV3	8	8
PI000N0RV4:PI1B8MNWR4	6	7
PI000N0RV4:PI1BAVWRP8	3	4
PI000N0RV4:PI1BNG7J16	3	4
PI000N0RV4:PI1BPVECE8	2	0
PI000N0RV4:PI1BTFVW45	2	0
PI000N0RV4:PI1C32ANA9	2	0
PI000N0RV4:PI1C7D6E85	3	4
PI000N0RV4:PI1CC0X1W9	4	6
PI000N0RV4:PI1D81JKN2	6	7
PI000N0RV4:PI1DAB0G69	5	6
PI000N0RV4:PI1DGN8ED9	2	0
PI000N0RV4:PI1DPKFT20	13	9
PI000N0RV4:PI1DQBUWD3	10	8
PI000N0RV4:PI1DX777B7	2	0
PI000N0RV4:PI1E3WE4N7	2	0
PI000N0RV4:PI1E9R7NR1	3	4
PI000N0RV4:PI1EBR9N35	3	4
PI000N0RV4:PI1ENAB994	6	7
PI000N0RV4:PI1EQFRDJ5	2	0
PI000N0RV4:PI1EXRPD72	6	7
PI000N0RV4:PI1FCGA7X8	2	0
PI000N0RV4:PI1GDHGVJ7	3	4
PI000N0RV4:PI1GDRM7G1	3	4
PI000N0RV4:PI1HRFDVQ9	3	4
PI000N0RV4:PI1JG0FAW0	6	7
PI000N0RV4:PI1K7P56Q0	3	4
PI000N0RV4:PI1K83FM02	7	8
PI000N0RV4:PI1K9A4AH0	2	0
PI000N0RV4:PI1KB4T123	78	9
PI000N0RV4:PI1KHPKEN7	2	0
PI000N0RV4:PI1KNDECK3	3	4
PI000N0RV4:PI1KV6U4G6	3	4
PI000N0RV4:PI1M92VEQ2	2	0
PI000N0RV4:PI1M9HXVH1	3	4
PI000N0RV4:PI1M9XT2X2	2	0
PI000N0RV4:PI1MK5TQG9	6	7
PI000N0RV4:PI1N87WPF4	2	0
PI000N0RV4:PI1P04NF98	4	6
PI000N0RV4:PI1P9RWHQ6	2	0
PI000N0RV4:PI1PRF1BG9	13	9
PI000N0RV4:PI1PT07UA6	11	8
PI000N0RV4:PI1PXAU459	5	6
PI000N0RV4:PI1Q5NCXF8	2	0
PI000N0RV4:PI1Q6U8M15	2	0
PI000N0RV4:PI1Q8TCAD8	7	8
PI000N0RV4:PI1QJCHBH9	88	9
PI000N0RV4:PI1QJX5KT5	4	6
PI000N0RV4:PI1QXKF0B1	2	0
PI000N0RV4:PI1RD6H5N8	2	0
PI000N0RV4:PI1RFC82T0	2	0
PI000N0RV4:PI1RGC9RE4	7	8
PI000N0RV4:PI1T4BVJ28	6	7
PI000N0RV4:PI1T7NN171	3	4
PI000N0RV4:PI1TMR2255	10	8
PI000N0RV4:PI1TNGCB58	28	9
PI000N0RV4:PI1U7CPR32	3	4
PI000N0RV4:PI1UBR3472	3	4
PI000N0RV4:PI1UD02Q11	4	6
PI000N0RV4:PI1UK3TM80	2	0
PI000N0RV4:PI1UV6MPG6	3	4
PI000N0RV4:PI1VKN0MJ8	2	0
PI000N0RV4:PI1VUV3JM8	2	0
PI000N0RV4:PI1W8HHDW0	3	4
PI000N0RV4:PI1WDM6WN2	4	6
PI000N0RV4:PI1WHTN3G9	2	0
PI000N0RV4:PI1WP44U03	2	0
PI000N0RV4:PI1X9XH6N1	8	8
PI000N0RV4:PI1XC3NGV2	3	4
PI000N0RV4:PI1XQXXP50	2	0
PI000N0RV4:PI1XT90MG3	3	4
PI000N0RV4:PI208RBAM1	9	8
PI000N0RV4:PI20T26QM8	2	0
PI000N0RV4:PI217CHNR7	14	9
PI000N0RV4:PI21F80FD3	9	8
PI000N0RV4:PI21MB98P0	5	6
PI000N0RV4:PI21MDCV72	2	0
PI000N0RV4:PI21MXR395	3	4
PI000N0RV4:PI21Q3GEG7	23	9
PI000N0RV4:PI21RRWXM7	17	9
PI000N0RV4:PI21UWJP40	9	8
PI000N0RV4:PI222MW1M4	6	7
PI000N0RV4:PI230CTDP8	5	6
PI000N0RV4:PI23ACRNQ1	2	0
PI000N0RV4:PI24C3M5R4	2	0
PI000N0RV4:PI24TCTUP3	2	0
PI000N0RV4:PI251GWVP6	2	0
PI000N0RV4:PI253CJ9V1	2	0
PI000N0RV4:PI2591PKU0	2	0
PI000N0RV4:PI25GUVKJ3	2	0
PI000N0RV4:PI25TNCW21	2	0
PI000N0RV4:PI265AQPA1	3	4
PI000N0RV4:PI26JNG5N1	3	4
PI000N0RV4:PI26T7A5W8	8	8
PI000N0RV4:PI271BV2E5	11	8
PI000N0RV4:PI279BX312	16	9
PI000N0RV4:PI284EK6N0	3	4
PI000N0RV4:PI29KWUJE0	5	6
PI000N0RV4:PI29TH7494	37	9
PI000N0RV4:PI2ACPQE28	2	0
PI000N0RV4:PI2AJTAG17	8	8
PI000N0RV4:PI2C7EPUX4	2	0
PI000N0RV4:PI2C98T0P9	2	0
PI000N0RV4:PI2CV59XQ2	2	0
PI000N0RV4:PI2D2832A5	4	6
PI000N0RV4:PI2D3JH4N6	9	8
PI000N0RV4:PI2EA6FUA3	2	0
PI000N0RV4:PI2EGAXXG7	3	4
PI000N0RV4:PI2EJVTWN8	4	6
PI000N0RV4:PI2FTQ8B89	3	4
PI000N0RV4:PI2FV9T727	5	6
PI000N0RV4:PI2FXDTB83	4	6
PI000N0RV4:PI2FXXVER1	2	0
PI000N0RV4:PI2G3MGA61	3	4
PI000N0RV4:PI2G5KGRT8	2	0
PI000N0RV4:PI2G6GCNR4	2	0
PI000N0RV4:PI2GQWKBR2	8	8
PI000N0RV4:PI2GTTQ720	3	4
PI000N0RV4:PI2HNQ2609	2	0
PI000N0RV4:PI2JCKR7Q2	5	6
PI000N0RV4:PI2JFVKUD2	8	8
PI000N0RV4:PI2JV9G936	4	6
PI000N0RV4:PI2K0HPPQ9	2	0
PI000N0RV4:PI2K1FG220	11	8
PI000N0RV4:PI2K6BRGW3	2	0
PI000N0RV4:PI2KA4CPP3	8	8
PI000N0RV4:PI2KAKQUM3	5	6
PI000N0RV4:PI2MD2M7P1	2	0
PI000N0RV4:PI2MKT4T17	3	4
PI000N0RV4:PI2MX77JR8	7	8
PI000N0RV4:PI2N5D4344	2	0
PI000N0RV4:PI2N8DGD75	2	0
PI000N0RV4:PI2PNJQF34	5	6
PI000N0RV4:PI2QE2G4P8	5	6
PI000N0RV4:PI2R755KV8	2	0
PI000N0RV4:PI2RA13G22	4	6
PI000N0RV4:PI2UAVQRT3	14	9
PI000N0RV4:PI2UBFK276	2	0
PI000N0RV4:PI2UUXB460	67	9
PI000N0RV4:PI2V1JF3Q1	3	4
PI000N0RV4:PI2V22JU19	2	0
PI000N0RV4:PI2VDPGAC6	3	4
PI000N0RV4:PI2VHQQN17	8	8
PI000N0RV4:PI2VVR97G5	8	8
PI000N0RV4:PI2W1RAUC4	17	9
PI000N0RV4:PI2W9836D6	3	4
PI000N0RV4:PI2W9CW666	2	0
PI000N0RV4:PI2WG7GG61	4	6
PI000N0RV4:PI2WJKNBK7	7	8
PI000N0RV4:PI2WNMNMT6	18	9
PI000N0RV4:PI2WQRTAM8	2	0
PI000N0RV4:PI2WT4MMT9	5	6
PI000N0RV4:PI2X24WA31	2	0
PI000N0RV4:PI2X7G6QN2	2	0
PI000N0RV4:PI2X8W35R0	2	0
PI000N0RV4:PI2XANW309	6	7
PI000N0RV4:PI2XMU3MW1	12	9
PI000N0RV4:PI2XUE1286	16	9
PI000N0RV4:PI3082DPQ8	3	4
PI000N0RV4:PI30JT2GC8	2	0
PI000N0RV4:PI3132A7T2	3	4
PI000N0RV4:PI31E11CG7	2	0
PI000N0RV4:PI31H9BJ00	40	9
PI000N0RV4:PI31NQMAT7	2	0
PI000N0RV4:PI31PK3FR4	123	9
PI000N0RV4:PI31RD4CR8	4	6
PI000N0RV4:PI31W54792	2	0
PI000N0RV4:PI320C2WC3	2	0
PI000N0RV4:PI32C15187	6	7
PI000N0RV4:PI33AKA7E5	2	0
PI000N0RV4:PI33GMG248	11	8
PI000N0RV4:PI34R91K57	2	0
PI000N0RV4:PI3536RVW6	7	8
PI000N0RV4:PI35JUTD27	4	6
PI000N0RV4:PI36021BN3	2	0
PI000N0RV4:PI36FQEEB0	9	8
PI000N0RV4:PI36H6TM73	3	4
PI000N0RV4:PI379MRR00	4	6
PI000N0RV4:PI37AGH4N2	3	4
PI000N0RV4:PI37GMGFR3	12	9
PI000N0RV4:PI38B1M5W8	2	0
PI000N0RV4:PI38F8EG64	2	0
PI000N0RV4:PI38QU1WA1	2	0
PI000N0RV4:PI39C0UH12	3	4
PI000N0RV4:PI39QBPKT3	7	8
PI000N0RV4:PI3ANM8Q85	2	0
PI000N0RV4:PI3ARX8F82	2	0
PI000N0RV4:PI3B8CNFX9	6	7
PI000N0RV4:PI3B9FBCQ3	2	0
PI000N0RV4:PI3B9V9EK1	8	8
PI000N0RV4:PI3B9VW516	2	0
PI000N0RV4:PI3BMM3NR1	3	4
PI000N0RV4:PI3BQWGM50	2	0
PI000N0RV4:PI3C31N291	4	6
PI000N0RV4:PI3C77BMR4	2	0
PI000N0RV4:PI3CM5BKM1	6	7
PI000N0RV4:PI3CPUAAH8	2	0
PI000N0RV4:PI3CW37AH7	3	4
PI000N0RV4:PI3D2EK9J5	36	9
PI000N0RV4:PI3DAN0KA6	5	6
PI000N0RV4:PI3DGVJ486	2	0
PI000N0RV4:PI3DTTK2C2	3	4
PI000N0RV4:PI3EK8NMK1	7	8
PI000N0RV4:PI3EKEDC52	13	9
PI000N0RV4:PI3ETTGMX5	4	6
PI000N0RV4:PI3F82QFH0	4	6
PI000N0RV4:PI3FGNW0W9	4	6
PI000N0RV4:PI3FTAFXM0	2	0
PI000N0RV4:PI3G2RGJ59	3	4
PI000N0RV4:PI3GH1F580	3	4
PI000N0RV4:PI3GP6G9G2	4	6
PI000N0RV4:PI3H8APMC6	5	6
PI000N0RV4:PI3HW1FGK6	2	0
PI000N0RV4:PI3J1B89R8	2	0
PI000N0RV4:PI3J5RKR67	9	8
PI000N0RV4:PI3JE9WP37	2	0
PI000N0RV4:PI3K4WWKR9	2	0
PI000N0RV4:PI3KBMFGW5	2	0
PI000N0RV4:PI3KQJC430	2	0
PI000N0RV4:PI3M3MU942	4	6
PI000N0RV4:PI3M4E0TT0	2	0
PI000N0RV4:PI3MH1RW79	2	0
PI000N0RV4:PI3MQ2A7H7	4	6
PI000N0RV4:PI3MWM9F37	2	0
PI000N0RV4:PI3N6JUPE5	3	4
PI000N0RV4:PI3N9XE6C5	2	0
PI000N0RV4:PI3NJ46AG8	3	4
PI000N0RV4:PI3NMP8GJ9	6	7
PI000N0RV4:PI3NUEPAT3	2	0
PI000N0RV4:PI3NV9MDF1	3	4
PI000N0RV4:PI3P1FAHD8	8	8
PI000N0RV4:PI3P1FRW09	3	4
PI000N0RV4:PI3P7FH8J2	17	9
PI000N0RV4:PI3PCN8V54	8	8
PI000N0RV4:PI3PNUBGG5	2	0
PI000N0RV4:PI3Q3EQCT6	2	0
PI000N0RV4:PI3QDB6112	4	6
PI000N0RV4:PI3QK44D22	4	6
PI000N0RV4:PI3QX77DB7	3	4
PI000N0RV4:PI3R1Q7TP6	5	6
PI000N0RV4:PI3R4W49X2	5	6
PI000N0RV4:PI3R7RFV71	43	9
PI000N0RV4:PI3TQFKJ25	3	4
PI000N0RV4:PI3U4801T0	2	0
PI000N0RV4:PI3UBK5GE2	2	0
PI000N0RV4:PI3UXVH6N0	294	9
PI000N0RV4:PI3V3ARDG0	23	9
PI000N0RV4:PI3VADA7Q6	7	8
PI000N0RV4:PI3VNV4B37	3	4
PI000N0RV4:PI3VWWBWA6	54	9
PI000N0RV4:PI3W1KXEC7	3	4
PI000N0RV4:PI3WAQ6WC1	2	0
PI000N0RV4:PI3WBG0D00	4	6
PI000N0RV4:PI3WGMAP50	5	6
PI000N0RV4:PI3WJ32MV7	10	8
PI000N0RV4:PI3WR1DGC1	45	9
PI000N0RV4:PI3X9NRQT7	4	6
PI000N0RV4:PI3XF79K32	16	9
PI000N0RV4:PI3XH5NM01	9	8
PI000N0RV4:PI40059T83	2	0
PI000N0RV4:PI40HP2PG9	5	6
PI000N0RV4:PI40W2BH94	2	0
PI000N0RV4:PI41M4T7W6	5	6
PI000N0RV4:PI41PKH079	20	9
PI000N0RV4:PI41PX2224	3	4
PI000N0RV4:PI41W2PF96	8	8
PI000N0RV4:PI42KV6R15	9	8
PI000N0RV4:PI42QBCF31	2	0
PI000N0RV4:PI434KW942	11	8
PI000N0RV4:PI43MM5KW3	12	9
PI000N0RV4:PI43WW1292	4	6
PI000N0RV4:PI45EEFU68	6	7
PI000N0RV4:PI45G72R00	2	0
PI000N0RV4:PI45KATUU7	2	0
PI000N0RV4:PI467V4KK9	3	4
PI000N0RV4:PI46JVXUC9	7	8
PI000N0RV4:PI46M3B1X3	3	4
PI000N0RV4:PI47158BQ3	2	0
PI000N0RV4:PI47E1VB53	2	0
PI000N0RV4:PI47NJEHG1	3	4
PI000N0RV4:PI47QDX070	3	4
PI000N0RV4:PI484WGH80	6	7
PI000N0RV4:PI485QGKH5	2	0
PI000N0RV4:PI48HWBJ81	130	9
PI000N0RV4:PI48PWWKU7	84	9
PI000N0RV4:PI48VKR7H8	2	0
PI000N0RV4:PI493KN2P4	2	0
PI000N0RV4:PI4948RPD3	2	0
PI000N0RV4:PI495DXQ21	2	0
PI000N0RV4:PI49C8UWP5	4	6
PI000N0RV4:PI4AJKK137	3	4
PI000N0RV4:PI4AJWFNK6	3	4
PI000N0RV4:PI4B1P8DR1	2	0
PI000N0RV4:PI4B266CV6	8	8
PI000N0RV4:PI4B8P4D99	5	6
PI000N0RV4:PI4B8RGT62	5	6
PI000N0RV4:PI4C2U5X07	3	4
PI000N0RV4:PI4C5F3902	2	0
PI000N0RV4:PI4CBR5241	2	0
PI000N0RV4:PI4CE4H4B0	11	8
PI000N0RV4:PI4CWV4KD7	5	6
PI000N0RV4:PI4EWEJE86	3	4
PI000N0RV4:PI4EWWBGV9	8	8
PI000N0RV4:PI4F0TCDJ8	4	6
PI000N0RV4:PI4F3CHKG5	8	8
PI000N0RV4:PI4FHV0EP4	6	7
PI000N0RV4:PI4GD73AX4	3	4
PI000N0RV4:PI4GFKU130	2	0
PI000N0RV4:PI4H2HBR93	3	4
PI000N0RV4:PI4H7RRJC3	6	7
PI000N0RV4:PI4H7XK5B4	2	0
PI000N0RV4:PI4H952496	10	8
PI000N0RV4:PI4HKTH0U3	3	4
PI000N0RV4:PI4J30BEF3	3	4
PI000N0RV4:PI4JTDQPN9	3	4
PI000N0RV4:PI4K8F2F64	3	4
PI000N0RV4:PI4KRR7A63	3	4
PI000N0RV4:PI4M44DPT8	8	8
PI000N0RV4:PI4MBTCJW1	2	0
PI000N0RV4:PI4N58K022	5	6
PI000N0RV4:PI4NAP1XP4	34	9
PI000N0RV4:PI4NF3N519	41	9
PI000N0RV4:PI4P6002B9	7	8
PI000N0RV4:PI4PJ93NT2	2	0
PI000N0RV4:PI4PPR4HQ1	3	4
PI000N0RV4:PI4QF8QDR2	11	8
PI000N0RV4:PI4QQ2KFH0	3	4
PI000N0RV4:PI4QT35ET0	3	4
PI000N0RV4:PI4R2C7XM4	4	6
PI000N0RV4:PI4RHPR586	5	6
PI000N0RV4:PI4T4PKC63	2	0
PI000N0RV4:PI4T76N9G3	2	0
PI000N0RV4:PI4TPMUTR7	4	6
PI000N0RV4:PI4U1FU634	10	8
PI000N0RV4:PI4U6MNVJ0	6	7
PI000N0RV4:PI4UD2BN13	2	0
PI000N0RV4:PI4UUMMQB2	2	0
PI000N0RV4:PI4VN6NJD0	8	8
PI000N0RV4:PI4VRP7MR4	2	0
PI000N0RV4:PI4VXEKMX8	25	9
PI000N0RV4:PI4W0447M1	3	4
PI000N0RV4:PI4W40AAK2	20	9
PI000N0RV4:PI4W6C3U48	3	4
PI000N0RV4:PI4WTKR314	2	0
PI000N0RV4:PI4WWXAKQ9	5	6
PI000N0RV4:PI4X3AMX69	10	8
PI000N0RV4:PI4XNAUP54	2	0
PI000N0RV4:PI4XQ7GA75	3	4
PI000N0RV4:PI4XQV1QE7	2	0
PI000N0RV4:PI4XRJH198	2	0
PI000N0RV4:PI503TWC37	6	7
PI000N0RV4:PI506UBA72	3	4
PI000N0RV4:PI50E571V2	3	4
PI000N0RV4:PI50KV70N1	2	0
PI000N0RV4:PI50WKP185	2	0
PI000N0RV4:PI51KFUGV9	22	9
PI000N0RV4:PI51XP8AA8	2	0
PI000N0RV4:PI527DFUM1	2	0
PI000N0RV4:PI52B3EWF4	18	9
PI000N0RV4:PI532H6DA1	5	6
PI000N0RV4:PI53DK9MG5	4	6
PI000N0RV4:PI53FW9G17	2	0
PI000N0RV4:PI53PUJP80	3	4
PI000N0RV4:PI540FWMR1	4	6
PI000N0RV4:PI547Q0UU1	7	8
PI000N0RV4:PI54B88GM1	37	9
PI000N0RV4:PI54G4NE96	5	6
PI000N0RV4:PI54K7DMG6	19	9
PI000N0RV4:PI54N5DC04	2	0
PI000N0RV4:PI54QAHX23	3	4
PI000N0RV4:PI550XMF76	5	6
PI000N0RV4:PI556M4NN6	3	4
PI000N0RV4:PI55GGE3J9	3	4
PI000N0RV4:PI561RPCN6	2	0
PI000N0RV4:PI5635Q3U6	3	4
PI000N0RV4:PI565DA423	2	0
PI000N0RV4:PI5661CJX0	4	6
PI000N0RV4:PI56GQP576	2	0
PI000N0RV4:PI56GXMMF8	2	0
PI000N0RV4:PI56UFHP27	3	4
PI000N0RV4:PI57MPPM70	2	0
PI000N0RV4:PI57VT3E08	2	0
PI000N0RV4:PI57X6H044	6	7
PI000N0RV4:PI5810FTE9	5	6
PI000N0RV4:PI58QBHRP8	8	8
PI000N0RV4:PI5976RFF3	6	7
PI000N0RV4:PI59B1JNG6	3	4
PI000N0RV4:PI59X3X3D3	3	4
PI000N0RV4:PI59XF7B61	14	9
PI000N0RV4:PI5A03G2F3	6	7
PI000N0RV4:PI5AAF02D8	2	0
PI000N0RV4:PI5AD104P7	4	6
PI000N0RV4:PI5AFNTB56	2	0
PI000N0RV4:PI5AQFR083	3	4
PI000N0RV4:PI5B7R0030	18	9
PI000N0RV4:PI5BC9XDN6	7	8
PI000N0RV4:PI5BQ5GCF9	3	4
PI000N0RV4:PI5CBB09U3	4	6
PI000N0RV4:PI5CM9VBD4	4	6
PI000N0RV4:PI5CTJP3D2	2	0
PI000N0RV4:PI5D62KWU0	3	4
PI000N0RV4:PI5DHW87J9	2	0
PI000N0RV4:PI5E6MRNN9	3	4
PI000N0RV4:PI5E9EUKA1	16	9
PI000N0RV4:PI5EB29CU8	21	9
PI000N0RV4:PI5EEM1FK8	3	4
PI000N0RV4:PI5F306P51	5	6
PI000N0RV4:PI5F6X5CB8	49	9
PI000N0RV4:PI5F9XRF32	4	6
PI000N0RV4:PI5G0F8JD1	7	8
PI000N0RV4:PI5G9F0RQ1	5	6
PI000N0RV4:PI5GCG4E72	5	6
PI000N0RV4:PI5GRKRN96	3	4
PI000N0RV4:PI5HAF39D2	4	6
PI000N0RV4:PI5HBFC5M4	6	7
PI000N0RV4:PI5HC8X4J8	2	0
PI000N0RV4:PI5J7WFVP4	6	7
PI000N0RV4:PI5JDP2P09	19	9
PI000N0RV4:PI5JJ001N2	4	6
